,x,y,content,class
988,-0.1328768420578119,-0.1257710006449853,anything reading wont want grr keep read left  ,0
989,-0.13819613845088832,-0.15148451843415012,atekinzz world  ,0
990,-0.12251752710193826,-4.161922311172451,supposed date no u  ,0
991,-0.13354492548856475,-0.10238990985772436,hamilton with bottle 40 win oh flashed 75 brie date cabernet gawwd cats quot tad pears life amp forward i  ,0
992,-0.17123493050458533,-0.15298597216675613,dresses need crap i  ,0
993,-0.156788456858243,-0.13337299815951525,yeah ugh horrible saddening know  ,0
994,-0.1897501947387468,-0.09724063198391691,fun geez ur  ,0
995,-0.14816558247054662,-0.16188855624720425,wan band na rock punk i  ,0
996,-0.163858195972012,-0.21801750291916605,lot angst tuesday afternoon that  ,0
997,-0.1870015675545041,-0.21964851904020585,sad britney hell county next n't cook glad show crazy now one anymore ap that i  ,0
998,-0.11907695348470959,-0.1145082157236465,headache omg feel crap huuuge i  ,0
